day_type,start_hour,Pickup Centroid Latitude,Pickup Centroid Longitude,Dropoff Centroid Latitude,Dropoff Centroid Longitude,group_n,group_id,representative_year,representative_month,representative_day
1,18,41.898,-87.654,41.929,-87.646,11,3330426,2026,04,22
2,22,41.863,-87.673,41.855,-87.722,7,4993772,2026,04,26
0,20,41.885,-87.657,41.893,-87.638,1078,1789606,2026,04,22
0,19,41.922,-87.664,41.903,-87.626,41,1675907,2026,04,25
0,22,41.892,-87.629,41.898,-87.654,243,2099446,2026,04,22
2,0,41.786,-87.751,41.871,-87.622,83,3802071,2026,04,22
0,1,41.916,-87.684,41.892,-87.632,37,203980,2026,04,22
1,22,41.936,-87.652,41.898,-87.654,36,3671514,2026,04,25
1,21,41.874,-87.662,41.962,-87.645,1,3551646,2026,04,26
0,14,41.885,-87.657,41.879,-87.657,387,1029239,2026,04,22
0,1,41.979,-87.903,41.987,-87.665,197,243313,2026,04,26
0,10,41.908,-87.627,41.895,-87.62,79,731144,2026,04,26
1,19,41.898,-87.621,41.885,-87.621,288,3403580,2026,04,22
1,17,41.935,-87.647,41.916,-87.684,1,3277006,2026,04,22
0,17,41.893,-87.66,41.877,-87.76,1,1397885,2026,04,26
2,0,41.915,-87.632,41.885,-87.621,167,3841477,2026,04,22
0,20,41.962,-87.645,41.936,-87.652,67,1847105,2026,04,22
1,18,41.898,-87.621,41.892,-87.632,142,3330744,2026,04,22
0,18,41.885,-87.621,41.899,-87.626,1083,1518196,2026,04,26
0,19,41.842,-87.644,41.814,-87.624,1,1627555,2026,04,25
0,3,41.946,-87.654,41.922,-87.651,39,448129,2026,04,22
