group_id,walkDist,walkTime,transitDist,transitTime,totalDist,totalTime,modes
3190710,2224,1884,28192,2730,30416,4615s,"{'SUBWAY', 'WALK'}"
3133408,578,495,5799,1661,6377,2156s,"{'BUS', 'WALK'}"
3005084,960,833,2152,352,3112,1186s,"{'BUS', 'WALK'}"
1139948,798,675,2647,360,3445,1035s,"{'HEAVY_RAIL', 'WALK'}"
290996,694,644,1217,268,1911,912s,"{'BUS', 'WALK'}"
903301,1637,1331,1678,120,3315,1451s,"{'HEAVY_RAIL', 'WALK'}"
301422,646,575,1888,632,2534,1208s,"{'BUS', 'WALK'}"
2635329,344,297,2512,492,2856,790s,"{'BUS', 'WALK'}"
767934,783,802,14558,2222,15341,3751s,"{'SUBWAY', 'BUS', 'WALK'}"
3230096,483,540,10287,1674,10770,2494s,"{'SUBWAY', 'BUS', 'WALK'}"
949060,916,813,12013,1839,12929,3220s,"{'BUS', 'WALK'}"
526192,1385,1181,2083,390,3468,1575s,"{'BUS', 'WALK'}"
2319369,674,614,4423,1057,5097,1905s,"{'BUS', 'WALK'}"
2093547,869,832,1991,390,2860,1223s,"{'SUBWAY', 'WALK'}"
605136,754,885,4545,450,5299,1335s,"{'SUBWAY', 'WALK'}"
1795010,308,270,1122,283,1430,553s,"{'BUS', 'WALK'}"
3736078,572,500,2587,761,3159,1263s,"{'BUS', 'WALK'}"
585102,1203,1007,6229,1124,7432,2461s,"{'SUBWAY', 'BUS', 'WALK'}"
796915,449,368,3511,569,3960,946s,"{'BUS', 'WALK'}"
4659422,565,497,2839,970,3404,1467s,"{'BUS', 'WALK'}"
3916026,1159,1081,2489,450,3648,1531s,"{'SUBWAY', 'WALK'}"
920539,576,604,4344,1242,4920,2302s,"{'SUBWAY', 'BUS', 'WALK'}"
1466395,1411,1157,5871,1419,7282,2606s,"{'BUS', 'WALK'}"
3507015,867,792,5977,690,6844,1484s,"{'SUBWAY', 'WALK'}"
3074051,1788,1642,5341,750,7129,2392s,"{'SUBWAY', 'WALK'}"
407682,812,827,7625,1180,8437,2531s,"{'SUBWAY', 'BUS', 'WALK'}"
1940559,264,219,1310,507,1574,727s,"{'BUS', 'WALK'}"
176189,1720,1505,14572,1329,16292,3208s,"{'BUS', 'WALK', 'HEAVY_RAIL'}"
776603,701,569,13122,1451,13823,2021s,"{'BUS', 'WALK'}"
643605,1659,1338,9217,1760,10876,3098s,"{'BUS', 'WALK'}"
5057933,945,792,7681,1685,8626,2994s,"{'BUS', 'WALK'}"
2274242,791,812,3379,420,4170,1232s,"{'SUBWAY', 'WALK'}"
3783370,940,834,1858,423,2798,1773s,"{'BUS', 'WALK'}"
2078388,726,603,2362,639,3088,1244s,"{'BUS', 'WALK'}"
2176892,635,544,3243,881,3878,1427s,"{'BUS', 'WALK'}"
4296127,501,442,6150,1165,6651,1615s,"{'BUS', 'WALK'}"
3730665,,,,,,,
1230080,173,141,10467,2199,10640,2812s,"{'BUS', 'WALK'}"
4983677,1172,1176,13979,1320,15151,2496s,"{'SUBWAY', 'WALK'}"
184284,692,610,1729,508,2421,1118s,"{'BUS', 'WALK'}"
3905200,872,778,8722,1586,9594,2772s,"{'SUBWAY', 'BUS', 'WALK'}"
4398049,656,557,970,114,1626,672s,"{'BUS', 'WALK'}"
1989968,795,715,8695,1380,9490,2668s,"{'SUBWAY', 'BUS', 'WALK'}"
4597844,,,,,,,
957083,1714,1459,14213,1317,15927,3067s,"{'SUBWAY', 'BUS', 'WALK'}"
1869335,1278,1073,2346,382,3624,1464s,"{'BUS', 'WALK'}"
2212120,960,802,926,220,1886,1023s,"{'BUS', 'WALK'}"
4439471,1491,1247,13700,2065,15191,3853s,"{'SUBWAY', 'BUS', 'WALK'}"
1285677,930,932,3652,754,4582,2031s,"{'SUBWAY', 'BUS', 'WALK'}"
2255317,1224,1133,14176,1651,15400,3154s,"{'SUBWAY', 'BUS', 'WALK'}"
405270,605,513,948,399,1553,922s,"{'BUS', 'WALK'}"
3576798,1032,872,617,114,1649,987s,"{'BUS', 'WALK'}"
484202,969,793,0,0,969,794s,{'WALK'}
3767451,509,448,4852,1491,5361,2446s,"{'BUS', 'WALK'}"
1212434,635,562,17187,3086,17822,3958s,"{'BUS', 'WALK'}"
4370678,1698,1445,1858,386,3556,1833s,"{'BUS', 'WALK'}"
20602,1068,882,15156,2712,16224,3866s,"{'BUS', 'WALK'}"
733147,1178,1138,17258,2313,18436,3679s,"{'SUBWAY', 'BUS', 'WALK'}"
4346229,1024,1008,8370,1050,9394,2058s,"{'SUBWAY', 'WALK'}"
337107,1481,1147,10746,1763,12227,3301s,"{'SUBWAY', 'BUS', 'WALK'}"
4379377,1060,889,2831,416,3891,1313s,"{'BUS', 'WALK'}"
3498245,1553,1421,29925,3778,31478,5470s,"{'SUBWAY', 'BUS', 'WALK'}"
1431939,2084,1802,22118,2483,24202,4585s,"{'SUBWAY', 'BUS', 'WALK'}"
1270759,488,409,3165,1316,3653,1725s,"{'BUS', 'WALK'}"
3136068,1118,930,0,0,1118,930s,{'WALK'}
4981806,1110,925,7105,1179,8215,2499s,"{'BUS', 'WALK'}"
939297,1897,1579,23594,2744,25491,4754s,"{'SUBWAY', 'BUS', 'WALK'}"
4835259,858,731,1605,509,2463,1241s,"{'BUS', 'WALK'}"
1947920,875,753,3837,1398,4712,2211s,"{'BUS', 'WALK'}"
