group_id,walkDist,walkTime,transitDist,transitTime,totalDist,totalTime,modes
695357,1327,1157,8177,1648,9504,3162s,"{'WALK', 'BUS'}"
2910094,1200,1013,5953,1152,7153,2171s,"{'WALK', 'BUS'}"
2248495,460,360,1808,725,2268,1085s,"{'WALK', 'BUS'}"
1649693,481,385,3987,1107,4468,1517s,"{'WALK', 'BUS'}"
521481,687,605,985,269,1672,903s,"{'WALK', 'BUS'}"
1936782,204,179,1136,461,1340,640s,"{'WALK', 'BUS'}"
3479623,716,597,4987,1480,5703,2085s,"{'WALK', 'BUS'}"
414021,541,576,589,90,1130,666s,"{'WALK', 'SUBWAY'}"
3887100,664,626,11888,1922,12552,3474s,"{'WALK', 'BUS'}"
909935,,,,,,,
3203910,651,542,7490,1831,8141,3192s,"{'WALK', 'BUS'}"
1940377,1253,1112,19151,1941,20404,3265s,"{'WALK', 'BUS', 'SUBWAY'}"
2255545,1100,1049,1665,150,2765,1201s,"{'WALK', 'SUBWAY'}"
5054004,1320,1146,2587,778,3907,1925s,"{'WALK', 'BUS'}"
122709,1701,1421,17103,1501,18804,3882s,"{'WALK', 'BUS', 'SUBWAY'}"
2463181,885,753,690,107,1575,872s,"{'WALK', 'BUS'}"
2720107,447,392,493,122,940,515s,"{'WALK', 'BUS'}"
1082672,1766,1525,26488,2669,28254,4510s,"{'WALK', 'BUS', 'SUBWAY'}"
2469165,,,,,,,
3731153,821,670,1286,580,2107,1250s,"{'WALK', 'BUS'}"
1567822,1094,898,2928,468,4022,1366s,"{'WALK', 'BUS'}"
2382165,322,287,669,193,991,517s,"{'WALK', 'BUS'}"
1853721,935,912,11440,1500,12375,2413s,"{'WALK', 'SUBWAY'}"
445668,996,936,8035,1080,9031,2016s,"{'WALK', 'SUBWAY'}"
2052933,513,423,1728,319,2241,742s,"{'WALK', 'BUS'}"
